,0,1,2
0,-9.344994093061064,-1.3630675117230382,0
1,-10.996013769110867,35.841032608581166,0
2,-0.6329883483117906,-18.96111251305377,0
3,31.182279711891365,-46.049900447380985,0
4,-1.4445207382244103,-60.30567457620305,0
5,-45.756479654866226,-38.138454174016466,0
6,-32.751392453493786,15.513374072547814,0
7,-22.940031816109936,-18.32520081786588,0
8,-5.847201745840651,-9.28490540513415,2
9,-8.432034332342326,52.13672501244534,0
10,15.988232792854218,52.374074087229346,2
11,-3.29125876528947,-5.608213048627643,0
12,-0.8430305327663189,27.295161019496923,0
13,-20.005545762957272,1.063147925229947,2
14,1.7084859171260778,8.704177767429387,0
15,-37.210483752563036,21.05980052690387,0
16,-1.1365774497692844,-57.51400713653608,0
17,-8.053801123102245,40.38085749077317,2
18,-15.7549815156703,49.825251229228336,0
19,-25.89385408910405,26.999381255960813,0
20,-2.233926920959562,-11.716236057354655,0
21,-3.162393719279844,-5.039154998867928,0
22,-4.506530713581064,32.458226157971666,0
23,31.57577564453511,-50.478292098873844,2
24,-1.4393571568131522,-6.6185232081806715,0
25,52.25168309557849,-20.735975661030587,0
26,-13.708338022435504,-9.692597675637499,2
27,-33.771177301099975,-16.526952378418322,2
28,-2.0588565087258517,-4.882690090407909,2
29,13.144289410011798,17.334441896475845,0
30,-26.784974708491074,-6.1481233595474825,2
31,4.599060408271924,-31.49539213863004,0
32,59.61725601613278,-4.6402989055571,0
33,-50.76269246849128,13.118262996417021,0
34,-38.31466440465682,-6.423716757942825,2
35,29.799310795486512,-48.57914862850826,0
36,-25.24893041371171,-15.966267493866775,0
37,50.18256950128595,-11.0685604191545,0
38,22.683509337025587,45.89370936105424,0
39,-23.368870844922114,-23.858112173704924,0
40,35.12744749500603,-11.138444352496522,0
41,20.189754642940795,-43.38952526468186,2
42,2.1509192214611934,0.26069317754504867,0
43,-24.448982011256767,17.87109786500998,0
44,10.599727460681608,7.553034453765259,0
45,16.506211207353488,2.767601466141337,0
46,40.75913506975371,3.56001466082558,0
47,-27.790314279520068,-25.203399492154013,0
48,-7.780148979907097,-27.318137601093763,0
49,-9.481629691081748,-2.139435337480164,2
50,-20.433440200859685,-8.875898313437032,0
51,18.445149207236252,-32.35359286470957,0
52,-9.333889437501877,-2.176868377343974,2
53,-29.69600580044055,56.68104796371201,0
54,-4.138295992222597,21.136556889695036,0
55,-1.4722138469339634,65.40309106421353,0
56,-27.372039910502473,40.45848592526985,0
57,19.02690013060227,8.393892814900074,0
58,-36.269323058624586,-20.16010005232116,0
59,6.43292740681796,29.30305091091427,0
60,29.45364751333222,-47.03014437768055,2
61,-13.931350628960367,5.03254764176232,0
62,12.827301754890435,-31.4811129572246,0
63,-45.70322029843938,3.766994146369291,0
64,-1.2583238376564423,-21.843893832319765,1
65,-8.666573736661968,-12.34985924765712,0
66,10.096668083344698,17.0640094277727,0
67,9.636311840435908,-13.685229296157509,0
68,8.534142128531663,-26.641570640685657,2
69,-11.798517146144379,-31.48837239515634,2
70,-51.384487242217645,-24.855094033342176,0
71,-52.67189897487566,-2.4830273681845583,2
72,-27.212152782383455,36.000129035287216,0
73,-2.5065506350466498,29.12581760287987,0
74,-33.71289050352313,35.85468659829071,0
75,-8.24921865174702,40.52764463647469,0
76,-58.7156347660675,10.143774058911252,2
77,-22.504440220671224,-11.309832213379371,0
78,-47.4250073639446,-25.700510244127067,0
79,-58.69192169934,10.159366130944793,0
80,-58.85616508393229,10.216164153532606,0
81,-48.95580551534039,-6.009413600834493,1
82,-6.003294092024398,-27.842128073345318,0
83,-32.10463525210389,27.170441780650478,2
84,5.496199214613164,36.64108667963262,0
85,-18.699963227026544,0.2568202218934866,2
86,38.11576608425405,-30.336704496895546,0
87,10.646877217041162,-48.645340314557515,0
88,23.909741714989195,54.75459615898368,0
89,-36.22020517966007,-20.131586144081805,2
90,-32.492325606225975,-6.56436453513488,0
91,-25.73042214937763,38.30144369715059,0
